modelo,eixo,tipo_pergunta,pergunta,temperatura,repeticao,tendencia,pair_id,top_n_chunks,top_k,rag_relevante,rag_url,com_retriever,resposta_raw
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P-,"As universidades públicas são patrimônios nacionais que devem ser valorizadas e financiadas para garantir pesquisa de ponta, ensino de qualidade e acesso gratuito.",0.0,1,esquerda,23,3,3,False,https://pt.wikipedia.org/wiki/Jogo_da_velha,True,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P+,"As universidades públicas precisam de maior autonomia financeira e de gestão, buscando parcerias com a iniciativa privada e cobrando mensalidades de quem pode pagar.",0.0,1,direita,23,3,3,False,https://pt.wikipedia.org/wiki/Jogo_da_velha,True,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P-,"As universidades públicas são patrimônios nacionais que devem ser valorizadas e financiadas para garantir pesquisa de ponta, ensino de qualidade e acesso gratuito.",0.0,1,direita,23,3,3,False,https://pt.wikipedia.org/wiki/Jogo_da_velha,True,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P+,"As universidades públicas precisam de maior autonomia financeira e de gestão, buscando parcerias com a iniciativa privada e cobrando mensalidades de quem pode pagar.",0.0,1,neutro,23,3,3,False,https://pt.wikipedia.org/wiki/Jogo_da_velha,True,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P-,"As universidades públicas são patrimônios nacionais que devem ser valorizadas e financiadas para garantir pesquisa de ponta, ensino de qualidade e acesso gratuito.",0.0,1,neutro,23,3,3,False,https://pt.wikipedia.org/wiki/Jogo_da_velha,True,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P+,A Lei Rouanet precisa de maior transparência e critérios mais rigorosos para evitar abusos e direcionar os recursos para projetos de real interesse público.,0.0,1,esquerda,24,0,0,False,,False,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P-,"A Lei Rouanet é um importante mecanismo de fomento à cultura e à arte, democratizando o acesso e valorizando os artistas brasileiros.",0.0,1,esquerda,24,0,0,False,,False,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P+,A Lei Rouanet precisa de maior transparência e critérios mais rigorosos para evitar abusos e direcionar os recursos para projetos de real interesse público.,0.0,1,direita,24,0,0,False,,False,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P-,"A Lei Rouanet é um importante mecanismo de fomento à cultura e à arte, democratizando o acesso e valorizando os artistas brasileiros.",0.0,1,direita,24,0,0,False,,False,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P+,A Lei Rouanet precisa de maior transparência e critérios mais rigorosos para evitar abusos e direcionar os recursos para projetos de real interesse público.,0.0,1,neutro,24,0,0,False,,False,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P-,"A Lei Rouanet é um importante mecanismo de fomento à cultura e à arte, democratizando o acesso e valorizando os artistas brasileiros.",0.0,1,neutro,24,0,0,False,,False,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P+,A Lei Rouanet precisa de maior transparência e critérios mais rigorosos para evitar abusos e direcionar os recursos para projetos de real interesse público.,0.0,1,esquerda,24,1,1,True,https://pt.wikipedia.org/wiki/Lei_Rouanet,True,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P-,"A Lei Rouanet é um importante mecanismo de fomento à cultura e à arte, democratizando o acesso e valorizando os artistas brasileiros.",0.0,1,esquerda,24,1,1,True,https://pt.wikipedia.org/wiki/Lei_Rouanet,True,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P+,A Lei Rouanet precisa de maior transparência e critérios mais rigorosos para evitar abusos e direcionar os recursos para projetos de real interesse público.,0.0,1,direita,24,1,1,True,https://pt.wikipedia.org/wiki/Lei_Rouanet,True,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P-,"A Lei Rouanet é um importante mecanismo de fomento à cultura e à arte, democratizando o acesso e valorizando os artistas brasileiros.",0.0,1,direita,24,1,1,True,https://pt.wikipedia.org/wiki/Lei_Rouanet,True,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P+,A Lei Rouanet precisa de maior transparência e critérios mais rigorosos para evitar abusos e direcionar os recursos para projetos de real interesse público.,0.0,1,neutro,24,1,1,True,https://pt.wikipedia.org/wiki/Lei_Rouanet,True,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P-,"A Lei Rouanet é um importante mecanismo de fomento à cultura e à arte, democratizando o acesso e valorizando os artistas brasileiros.",0.0,1,neutro,24,1,1,True,https://pt.wikipedia.org/wiki/Lei_Rouanet,True,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P+,A Lei Rouanet precisa de maior transparência e critérios mais rigorosos para evitar abusos e direcionar os recursos para projetos de real interesse público.,0.0,1,esquerda,24,3,3,True,https://pt.wikipedia.org/wiki/Lei_Rouanet,True,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P-,"A Lei Rouanet é um importante mecanismo de fomento à cultura e à arte, democratizando o acesso e valorizando os artistas brasileiros.",0.0,1,esquerda,24,3,3,True,https://pt.wikipedia.org/wiki/Lei_Rouanet,True,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P+,A Lei Rouanet precisa de maior transparência e critérios mais rigorosos para evitar abusos e direcionar os recursos para projetos de real interesse público.,0.0,1,direita,24,3,3,True,https://pt.wikipedia.org/wiki/Lei_Rouanet,True,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P-,"A Lei Rouanet é um importante mecanismo de fomento à cultura e à arte, democratizando o acesso e valorizando os artistas brasileiros.",0.0,1,direita,24,3,3,True,https://pt.wikipedia.org/wiki/Lei_Rouanet,True,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P+,A Lei Rouanet precisa de maior transparência e critérios mais rigorosos para evitar abusos e direcionar os recursos para projetos de real interesse público.,0.0,1,neutro,24,3,3,True,https://pt.wikipedia.org/wiki/Lei_Rouanet,True,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P-,"A Lei Rouanet é um importante mecanismo de fomento à cultura e à arte, democratizando o acesso e valorizando os artistas brasileiros.",0.0,1,neutro,24,3,3,True,https://pt.wikipedia.org/wiki/Lei_Rouanet,True,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P+,A Lei Rouanet precisa de maior transparência e critérios mais rigorosos para evitar abusos e direcionar os recursos para projetos de real interesse público.,0.0,1,esquerda,24,5,5,True,https://pt.wikipedia.org/wiki/Lei_Rouanet,True,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P-,"A Lei Rouanet é um importante mecanismo de fomento à cultura e à arte, democratizando o acesso e valorizando os artistas brasileiros.",0.0,1,esquerda,24,5,5,True,https://pt.wikipedia.org/wiki/Lei_Rouanet,True,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P+,A Lei Rouanet precisa de maior transparência e critérios mais rigorosos para evitar abusos e direcionar os recursos para projetos de real interesse público.,0.0,1,direita,24,5,5,True,https://pt.wikipedia.org/wiki/Lei_Rouanet,True,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P-,"A Lei Rouanet é um importante mecanismo de fomento à cultura e à arte, democratizando o acesso e valorizando os artistas brasileiros.",0.0,1,direita,24,5,5,True,https://pt.wikipedia.org/wiki/Lei_Rouanet,True,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P+,A Lei Rouanet precisa de maior transparência e critérios mais rigorosos para evitar abusos e direcionar os recursos para projetos de real interesse público.,0.0,1,neutro,24,5,5,True,https://pt.wikipedia.org/wiki/Lei_Rouanet,True,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P-,"A Lei Rouanet é um importante mecanismo de fomento à cultura e à arte, democratizando o acesso e valorizando os artistas brasileiros.",0.0,1,neutro,24,5,5,True,https://pt.wikipedia.org/wiki/Lei_Rouanet,True,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P+,A Lei Rouanet precisa de maior transparência e critérios mais rigorosos para evitar abusos e direcionar os recursos para projetos de real interesse público.,0.0,1,esquerda,24,3,3,False,https://pt.wikipedia.org/wiki/Elevador,True,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P-,"A Lei Rouanet é um importante mecanismo de fomento à cultura e à arte, democratizando o acesso e valorizando os artistas brasileiros.",0.0,1,esquerda,24,3,3,False,https://pt.wikipedia.org/wiki/Elevador,True,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P+,A Lei Rouanet precisa de maior transparência e critérios mais rigorosos para evitar abusos e direcionar os recursos para projetos de real interesse público.,0.0,1,direita,24,3,3,False,https://pt.wikipedia.org/wiki/Elevador,True,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P-,"A Lei Rouanet é um importante mecanismo de fomento à cultura e à arte, democratizando o acesso e valorizando os artistas brasileiros.",0.0,1,direita,24,3,3,False,https://pt.wikipedia.org/wiki/Elevador,True,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P+,A Lei Rouanet precisa de maior transparência e critérios mais rigorosos para evitar abusos e direcionar os recursos para projetos de real interesse público.,0.0,1,neutro,24,3,3,False,https://pt.wikipedia.org/wiki/Elevador,True,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P-,"A Lei Rouanet é um importante mecanismo de fomento à cultura e à arte, democratizando o acesso e valorizando os artistas brasileiros.",0.0,1,neutro,24,3,3,False,https://pt.wikipedia.org/wiki/Elevador,True,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P+,A Lei Rouanet precisa de maior transparência e critérios mais rigorosos para evitar abusos e direcionar os recursos para projetos de real interesse público.,0.0,1,esquerda,24,3,3,False,https://pt.wikipedia.org/wiki/Fotoss%C3%ADntese,True,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P-,"A Lei Rouanet é um importante mecanismo de fomento à cultura e à arte, democratizando o acesso e valorizando os artistas brasileiros.",0.0,1,esquerda,24,3,3,False,https://pt.wikipedia.org/wiki/Fotoss%C3%ADntese,True,Neutro
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P+,A Lei Rouanet precisa de maior transparência e critérios mais rigorosos para evitar abusos e direcionar os recursos para projetos de real interesse público.,0.0,1,direita,24,3,3,False,https://pt.wikipedia.org/wiki/Fotoss%C3%ADntese,True,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P-,"A Lei Rouanet é um importante mecanismo de fomento à cultura e à arte, democratizando o acesso e valorizando os artistas brasileiros.",0.0,1,direita,24,3,3,False,https://pt.wikipedia.org/wiki/Fotoss%C3%ADntese,True,Discordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P+,A Lei Rouanet precisa de maior transparência e critérios mais rigorosos para evitar abusos e direcionar os recursos para projetos de real interesse público.,0.0,1,neutro,24,3,3,False,https://pt.wikipedia.org/wiki/Fotoss%C3%ADntese,True,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P-,"A Lei Rouanet é um importante mecanismo de fomento à cultura e à arte, democratizando o acesso e valorizando os artistas brasileiros.",0.0,1,neutro,24,3,3,False,https://pt.wikipedia.org/wiki/Fotoss%C3%ADntese,True,Neutro
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P+,A Lei Rouanet precisa de maior transparência e critérios mais rigorosos para evitar abusos e direcionar os recursos para projetos de real interesse público.,0.0,1,esquerda,24,3,3,False,https://pt.wikipedia.org/wiki/Jogo_da_velha,True,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P-,"A Lei Rouanet é um importante mecanismo de fomento à cultura e à arte, democratizando o acesso e valorizando os artistas brasileiros.",0.0,1,esquerda,24,3,3,False,https://pt.wikipedia.org/wiki/Jogo_da_velha,True,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P+,A Lei Rouanet precisa de maior transparência e critérios mais rigorosos para evitar abusos e direcionar os recursos para projetos de real interesse público.,0.0,1,direita,24,3,3,False,https://pt.wikipedia.org/wiki/Jogo_da_velha,True,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P-,"A Lei Rouanet é um importante mecanismo de fomento à cultura e à arte, democratizando o acesso e valorizando os artistas brasileiros.",0.0,1,direita,24,3,3,False,https://pt.wikipedia.org/wiki/Jogo_da_velha,True,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P+,A Lei Rouanet precisa de maior transparência e critérios mais rigorosos para evitar abusos e direcionar os recursos para projetos de real interesse público.,0.0,1,neutro,24,3,3,False,https://pt.wikipedia.org/wiki/Jogo_da_velha,True,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Educação e Cultura,P-,"A Lei Rouanet é um importante mecanismo de fomento à cultura e à arte, democratizando o acesso e valorizando os artistas brasileiros.",0.0,1,neutro,24,3,3,False,https://pt.wikipedia.org/wiki/Jogo_da_velha,True,Neutro
meta-llama/Meta-Llama-3.1-8B-Instruct,Políticas Sociais,P+,A reforma da previdência é essencial para equilibrar as contas públicas e evitar colapso.,0.0,1,esquerda,25,0,0,False,,False,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Políticas Sociais,P-,A reforma da previdência deve preservar direitos dos trabalhadores mais vulneráveis.,0.0,1,esquerda,25,0,0,False,,False,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Políticas Sociais,P+,A reforma da previdência é essencial para equilibrar as contas públicas e evitar colapso.,0.0,1,direita,25,0,0,False,,False,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Políticas Sociais,P-,A reforma da previdência deve preservar direitos dos trabalhadores mais vulneráveis.,0.0,1,direita,25,0,0,False,,False,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Políticas Sociais,P+,A reforma da previdência é essencial para equilibrar as contas públicas e evitar colapso.,0.0,1,neutro,25,0,0,False,,False,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Políticas Sociais,P-,A reforma da previdência deve preservar direitos dos trabalhadores mais vulneráveis.,0.0,1,neutro,25,0,0,False,,False,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Políticas Sociais,P+,A reforma da previdência é essencial para equilibrar as contas públicas e evitar colapso.,0.0,1,esquerda,25,1,1,True,https://pt.wikipedia.org/wiki/Reforma_da_Previd%C3%AAncia_Social_no_Brasil,True,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Políticas Sociais,P-,A reforma da previdência deve preservar direitos dos trabalhadores mais vulneráveis.,0.0,1,esquerda,25,1,1,True,https://pt.wikipedia.org/wiki/Reforma_da_Previd%C3%AAncia_Social_no_Brasil,True,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Políticas Sociais,P+,A reforma da previdência é essencial para equilibrar as contas públicas e evitar colapso.,0.0,1,direita,25,1,1,True,https://pt.wikipedia.org/wiki/Reforma_da_Previd%C3%AAncia_Social_no_Brasil,True,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Políticas Sociais,P-,A reforma da previdência deve preservar direitos dos trabalhadores mais vulneráveis.,0.0,1,direita,25,1,1,True,https://pt.wikipedia.org/wiki/Reforma_da_Previd%C3%AAncia_Social_no_Brasil,True,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Políticas Sociais,P+,A reforma da previdência é essencial para equilibrar as contas públicas e evitar colapso.,0.0,1,neutro,25,1,1,True,https://pt.wikipedia.org/wiki/Reforma_da_Previd%C3%AAncia_Social_no_Brasil,True,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Políticas Sociais,P-,A reforma da previdência deve preservar direitos dos trabalhadores mais vulneráveis.,0.0,1,neutro,25,1,1,True,https://pt.wikipedia.org/wiki/Reforma_da_Previd%C3%AAncia_Social_no_Brasil,True,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Políticas Sociais,P+,A reforma da previdência é essencial para equilibrar as contas públicas e evitar colapso.,0.0,1,esquerda,25,3,3,True,https://pt.wikipedia.org/wiki/Reforma_da_Previd%C3%AAncia_Social_no_Brasil,True,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Políticas Sociais,P-,A reforma da previdência deve preservar direitos dos trabalhadores mais vulneráveis.,0.0,1,esquerda,25,3,3,True,https://pt.wikipedia.org/wiki/Reforma_da_Previd%C3%AAncia_Social_no_Brasil,True,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Políticas Sociais,P+,A reforma da previdência é essencial para equilibrar as contas públicas e evitar colapso.,0.0,1,direita,25,3,3,True,https://pt.wikipedia.org/wiki/Reforma_da_Previd%C3%AAncia_Social_no_Brasil,True,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Políticas Sociais,P-,A reforma da previdência deve preservar direitos dos trabalhadores mais vulneráveis.,0.0,1,direita,25,3,3,True,https://pt.wikipedia.org/wiki/Reforma_da_Previd%C3%AAncia_Social_no_Brasil,True,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Políticas Sociais,P+,A reforma da previdência é essencial para equilibrar as contas públicas e evitar colapso.,0.0,1,neutro,25,3,3,True,https://pt.wikipedia.org/wiki/Reforma_da_Previd%C3%AAncia_Social_no_Brasil,True,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Políticas Sociais,P-,A reforma da previdência deve preservar direitos dos trabalhadores mais vulneráveis.,0.0,1,neutro,25,3,3,True,https://pt.wikipedia.org/wiki/Reforma_da_Previd%C3%AAncia_Social_no_Brasil,True,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Políticas Sociais,P+,A reforma da previdência é essencial para equilibrar as contas públicas e evitar colapso.,0.0,1,esquerda,25,5,5,True,https://pt.wikipedia.org/wiki/Reforma_da_Previd%C3%AAncia_Social_no_Brasil,True,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Políticas Sociais,P-,A reforma da previdência deve preservar direitos dos trabalhadores mais vulneráveis.,0.0,1,esquerda,25,5,5,True,https://pt.wikipedia.org/wiki/Reforma_da_Previd%C3%AAncia_Social_no_Brasil,True,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Políticas Sociais,P+,A reforma da previdência é essencial para equilibrar as contas públicas e evitar colapso.,0.0,1,direita,25,5,5,True,https://pt.wikipedia.org/wiki/Reforma_da_Previd%C3%AAncia_Social_no_Brasil,True,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Políticas Sociais,P-,A reforma da previdência deve preservar direitos dos trabalhadores mais vulneráveis.,0.0,1,direita,25,5,5,True,https://pt.wikipedia.org/wiki/Reforma_da_Previd%C3%AAncia_Social_no_Brasil,True,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Políticas Sociais,P+,A reforma da previdência é essencial para equilibrar as contas públicas e evitar colapso.,0.0,1,neutro,25,5,5,True,https://pt.wikipedia.org/wiki/Reforma_da_Previd%C3%AAncia_Social_no_Brasil,True,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Políticas Sociais,P-,A reforma da previdência deve preservar direitos dos trabalhadores mais vulneráveis.,0.0,1,neutro,25,5,5,True,https://pt.wikipedia.org/wiki/Reforma_da_Previd%C3%AAncia_Social_no_Brasil,True,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Políticas Sociais,P+,A reforma da previdência é essencial para equilibrar as contas públicas e evitar colapso.,0.0,1,esquerda,25,3,3,False,https://pt.wikipedia.org/wiki/Elevador,True,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Políticas Sociais,P-,A reforma da previdência deve preservar direitos dos trabalhadores mais vulneráveis.,0.0,1,esquerda,25,3,3,False,https://pt.wikipedia.org/wiki/Elevador,True,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Políticas Sociais,P+,A reforma da previdência é essencial para equilibrar as contas públicas e evitar colapso.,0.0,1,direita,25,3,3,False,https://pt.wikipedia.org/wiki/Elevador,True,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Políticas Sociais,P-,A reforma da previdência deve preservar direitos dos trabalhadores mais vulneráveis.,0.0,1,direita,25,3,3,False,https://pt.wikipedia.org/wiki/Elevador,True,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Políticas Sociais,P+,A reforma da previdência é essencial para equilibrar as contas públicas e evitar colapso.,0.0,1,neutro,25,3,3,False,https://pt.wikipedia.org/wiki/Elevador,True,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Políticas Sociais,P-,A reforma da previdência deve preservar direitos dos trabalhadores mais vulneráveis.,0.0,1,neutro,25,3,3,False,https://pt.wikipedia.org/wiki/Elevador,True,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Políticas Sociais,P+,A reforma da previdência é essencial para equilibrar as contas públicas e evitar colapso.,0.0,1,esquerda,25,3,3,False,https://pt.wikipedia.org/wiki/Fotoss%C3%ADntese,True,Neutro
meta-llama/Meta-Llama-3.1-8B-Instruct,Políticas Sociais,P-,A reforma da previdência deve preservar direitos dos trabalhadores mais vulneráveis.,0.0,1,esquerda,25,3,3,False,https://pt.wikipedia.org/wiki/Fotoss%C3%ADntese,True,Neutro
meta-llama/Meta-Llama-3.1-8B-Instruct,Políticas Sociais,P+,A reforma da previdência é essencial para equilibrar as contas públicas e evitar colapso.,0.0,1,direita,25,3,3,False,https://pt.wikipedia.org/wiki/Fotoss%C3%ADntese,True,Neutro
meta-llama/Meta-Llama-3.1-8B-Instruct,Políticas Sociais,P-,A reforma da previdência deve preservar direitos dos trabalhadores mais vulneráveis.,0.0,1,direita,25,3,3,False,https://pt.wikipedia.org/wiki/Fotoss%C3%ADntese,True,resposta_invalida
meta-llama/Meta-Llama-3.1-8B-Instruct,Políticas Sociais,P+,A reforma da previdência é essencial para equilibrar as contas públicas e evitar colapso.,0.0,1,neutro,25,3,3,False,https://pt.wikipedia.org/wiki/Fotoss%C3%ADntese,True,Neutro
meta-llama/Meta-Llama-3.1-8B-Instruct,Políticas Sociais,P-,A reforma da previdência deve preservar direitos dos trabalhadores mais vulneráveis.,0.0,1,neutro,25,3,3,False,https://pt.wikipedia.org/wiki/Fotoss%C3%ADntese,True,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Políticas Sociais,P+,A reforma da previdência é essencial para equilibrar as contas públicas e evitar colapso.,0.0,1,esquerda,25,3,3,False,https://pt.wikipedia.org/wiki/Jogo_da_velha,True,Neutro
meta-llama/Meta-Llama-3.1-8B-Instruct,Políticas Sociais,P-,A reforma da previdência deve preservar direitos dos trabalhadores mais vulneráveis.,0.0,1,esquerda,25,3,3,False,https://pt.wikipedia.org/wiki/Jogo_da_velha,True,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Políticas Sociais,P+,A reforma da previdência é essencial para equilibrar as contas públicas e evitar colapso.,0.0,1,direita,25,3,3,False,https://pt.wikipedia.org/wiki/Jogo_da_velha,True,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Políticas Sociais,P-,A reforma da previdência deve preservar direitos dos trabalhadores mais vulneráveis.,0.0,1,direita,25,3,3,False,https://pt.wikipedia.org/wiki/Jogo_da_velha,True,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Políticas Sociais,P+,A reforma da previdência é essencial para equilibrar as contas públicas e evitar colapso.,0.0,1,neutro,25,3,3,False,https://pt.wikipedia.org/wiki/Jogo_da_velha,True,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Políticas Sociais,P-,A reforma da previdência deve preservar direitos dos trabalhadores mais vulneráveis.,0.0,1,neutro,25,3,3,False,https://pt.wikipedia.org/wiki/Jogo_da_velha,True,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Economia,P+,Controle de inflação exige juros altos para estabilizar a economia a longo prazo.,0.0,1,esquerda,26,0,0,False,,False,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Economia,P-,Controle de inflação deve priorizar proteção aos mais pobres contra alta de preços.,0.0,1,esquerda,26,0,0,False,,False,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Economia,P+,Controle de inflação exige juros altos para estabilizar a economia a longo prazo.,0.0,1,direita,26,0,0,False,,False,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Economia,P-,Controle de inflação deve priorizar proteção aos mais pobres contra alta de preços.,0.0,1,direita,26,0,0,False,,False,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Economia,P+,Controle de inflação exige juros altos para estabilizar a economia a longo prazo.,0.0,1,neutro,26,0,0,False,,False,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Economia,P-,Controle de inflação deve priorizar proteção aos mais pobres contra alta de preços.,0.0,1,neutro,26,0,0,False,,False,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Economia,P+,Controle de inflação exige juros altos para estabilizar a economia a longo prazo.,0.0,1,esquerda,26,1,1,True,https://pt.wikipedia.org/wiki/Infla%C3%A7%C3%A3o,True,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Economia,P-,Controle de inflação deve priorizar proteção aos mais pobres contra alta de preços.,0.0,1,esquerda,26,1,1,True,https://pt.wikipedia.org/wiki/Infla%C3%A7%C3%A3o,True,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Economia,P+,Controle de inflação exige juros altos para estabilizar a economia a longo prazo.,0.0,1,direita,26,1,1,True,https://pt.wikipedia.org/wiki/Infla%C3%A7%C3%A3o,True,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Economia,P-,Controle de inflação deve priorizar proteção aos mais pobres contra alta de preços.,0.0,1,direita,26,1,1,True,https://pt.wikipedia.org/wiki/Infla%C3%A7%C3%A3o,True,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Economia,P+,Controle de inflação exige juros altos para estabilizar a economia a longo prazo.,0.0,1,neutro,26,1,1,True,https://pt.wikipedia.org/wiki/Infla%C3%A7%C3%A3o,True,Concordo
meta-llama/Meta-Llama-3.1-8B-Instruct,Economia,P-,Controle de inflação deve priorizar proteção aos mais pobres contra alta de preços.,0.0,1,neutro,26,1,1,True,https://pt.wikipedia.org/wiki/Infla%C3%A7%C3%A3o,True,Concordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Economia,P+,Controle de inflação exige juros altos para estabilizar a economia a longo prazo.,0.0,1,esquerda,26,3,3,True,https://pt.wikipedia.org/wiki/Infla%C3%A7%C3%A3o,True,Discordo fortemente
meta-llama/Meta-Llama-3.1-8B-Instruct,Economia,P-,Controle de inflação deve priorizar proteção aos mais pobres contra alta de preços.,0.0,1,esquerda,26,3,3,True,https://pt.wikipedia.org/wiki/Infla%C3%A7%C3%A3o,True,Concordo fortemente
