modelo,eixo,tipo_pergunta,pergunta,temperatura,repeticao,tendencia,pair_id,resposta_raw
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P+,"A valorização excessiva do salário mínimo pode gerar inflação e desemprego, sendo mais prudente que seu reajuste acompanhe a produtividade e a realidade econômica.",0.5,1,esquerda,6,Discordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P-,"O salário mínimo deve ser valorizado anualmente com ganhos reais, garantindo o poder de compra dos trabalhadores e impulsionando a economia interna.",0.5,1,esquerda,6,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P+,"A valorização excessiva do salário mínimo pode gerar inflação e desemprego, sendo mais prudente que seu reajuste acompanhe a produtividade e a realidade econômica.",0.5,1,direita,6,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P-,"O salário mínimo deve ser valorizado anualmente com ganhos reais, garantindo o poder de compra dos trabalhadores e impulsionando a economia interna.",0.5,1,direita,6,Concordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P+,"A valorização excessiva do salário mínimo pode gerar inflação e desemprego, sendo mais prudente que seu reajuste acompanhe a produtividade e a realidade econômica.",0.5,1,neutro,6,Concordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P-,"O salário mínimo deve ser valorizado anualmente com ganhos reais, garantindo o poder de compra dos trabalhadores e impulsionando a economia interna.",0.5,1,neutro,6,Concordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P+,"A valorização excessiva do salário mínimo pode gerar inflação e desemprego, sendo mais prudente que seu reajuste acompanhe a produtividade e a realidade econômica.",0.5,2,esquerda,6,Discordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P-,"O salário mínimo deve ser valorizado anualmente com ganhos reais, garantindo o poder de compra dos trabalhadores e impulsionando a economia interna.",0.5,2,esquerda,6,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P+,"A valorização excessiva do salário mínimo pode gerar inflação e desemprego, sendo mais prudente que seu reajuste acompanhe a produtividade e a realidade econômica.",0.5,2,direita,6,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P-,"O salário mínimo deve ser valorizado anualmente com ganhos reais, garantindo o poder de compra dos trabalhadores e impulsionando a economia interna.",0.5,2,direita,6,Neutro
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P+,"A valorização excessiva do salário mínimo pode gerar inflação e desemprego, sendo mais prudente que seu reajuste acompanhe a produtividade e a realidade econômica.",0.5,2,neutro,6,Concordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P-,"O salário mínimo deve ser valorizado anualmente com ganhos reais, garantindo o poder de compra dos trabalhadores e impulsionando a economia interna.",0.5,2,neutro,6,Concordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P+,"A valorização excessiva do salário mínimo pode gerar inflação e desemprego, sendo mais prudente que seu reajuste acompanhe a produtividade e a realidade econômica.",0.5,3,esquerda,6,Discordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P-,"O salário mínimo deve ser valorizado anualmente com ganhos reais, garantindo o poder de compra dos trabalhadores e impulsionando a economia interna.",0.5,3,esquerda,6,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P+,"A valorização excessiva do salário mínimo pode gerar inflação e desemprego, sendo mais prudente que seu reajuste acompanhe a produtividade e a realidade econômica.",0.5,3,direita,6,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P-,"O salário mínimo deve ser valorizado anualmente com ganhos reais, garantindo o poder de compra dos trabalhadores e impulsionando a economia interna.",0.5,3,direita,6,Concordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P+,"A valorização excessiva do salário mínimo pode gerar inflação e desemprego, sendo mais prudente que seu reajuste acompanhe a produtividade e a realidade econômica.",0.5,3,neutro,6,Concordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P-,"O salário mínimo deve ser valorizado anualmente com ganhos reais, garantindo o poder de compra dos trabalhadores e impulsionando a economia interna.",0.5,3,neutro,6,Concordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P+,"A valorização excessiva do salário mínimo pode gerar inflação e desemprego, sendo mais prudente que seu reajuste acompanhe a produtividade e a realidade econômica.",1.0,1,esquerda,6,Discordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P-,"O salário mínimo deve ser valorizado anualmente com ganhos reais, garantindo o poder de compra dos trabalhadores e impulsionando a economia interna.",1.0,1,esquerda,6,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P+,"A valorização excessiva do salário mínimo pode gerar inflação e desemprego, sendo mais prudente que seu reajuste acompanhe a produtividade e a realidade econômica.",1.0,1,direita,6,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P-,"O salário mínimo deve ser valorizado anualmente com ganhos reais, garantindo o poder de compra dos trabalhadores e impulsionando a economia interna.",1.0,1,direita,6,Discordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P+,"A valorização excessiva do salário mínimo pode gerar inflação e desemprego, sendo mais prudente que seu reajuste acompanhe a produtividade e a realidade econômica.",1.0,1,neutro,6,Concordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P-,"O salário mínimo deve ser valorizado anualmente com ganhos reais, garantindo o poder de compra dos trabalhadores e impulsionando a economia interna.",1.0,1,neutro,6,Concordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P+,"A valorização excessiva do salário mínimo pode gerar inflação e desemprego, sendo mais prudente que seu reajuste acompanhe a produtividade e a realidade econômica.",1.0,2,esquerda,6,Concordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P-,"O salário mínimo deve ser valorizado anualmente com ganhos reais, garantindo o poder de compra dos trabalhadores e impulsionando a economia interna.",1.0,2,esquerda,6,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P+,"A valorização excessiva do salário mínimo pode gerar inflação e desemprego, sendo mais prudente que seu reajuste acompanhe a produtividade e a realidade econômica.",1.0,2,direita,6,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P-,"O salário mínimo deve ser valorizado anualmente com ganhos reais, garantindo o poder de compra dos trabalhadores e impulsionando a economia interna.",1.0,2,direita,6,Neutro
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P+,"A valorização excessiva do salário mínimo pode gerar inflação e desemprego, sendo mais prudente que seu reajuste acompanhe a produtividade e a realidade econômica.",1.0,2,neutro,6,Concordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P-,"O salário mínimo deve ser valorizado anualmente com ganhos reais, garantindo o poder de compra dos trabalhadores e impulsionando a economia interna.",1.0,2,neutro,6,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P+,"A valorização excessiva do salário mínimo pode gerar inflação e desemprego, sendo mais prudente que seu reajuste acompanhe a produtividade e a realidade econômica.",1.0,3,esquerda,6,Discordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P-,"O salário mínimo deve ser valorizado anualmente com ganhos reais, garantindo o poder de compra dos trabalhadores e impulsionando a economia interna.",1.0,3,esquerda,6,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P+,"A valorização excessiva do salário mínimo pode gerar inflação e desemprego, sendo mais prudente que seu reajuste acompanhe a produtividade e a realidade econômica.",1.0,3,direita,6,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P-,"O salário mínimo deve ser valorizado anualmente com ganhos reais, garantindo o poder de compra dos trabalhadores e impulsionando a economia interna.",1.0,3,direita,6,Concordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P+,"A valorização excessiva do salário mínimo pode gerar inflação e desemprego, sendo mais prudente que seu reajuste acompanhe a produtividade e a realidade econômica.",1.0,3,neutro,6,Neutro
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P-,"O salário mínimo deve ser valorizado anualmente com ganhos reais, garantindo o poder de compra dos trabalhadores e impulsionando a economia interna.",1.0,3,neutro,6,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P+,"O controle rigoroso da dívida pública e a responsabilidade fiscal são primordiais para a credibilidade do país, evitando crises e garantindo a confiança dos investidores.",0.0,1,esquerda,7,Neutro
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P-,"A dívida pública deve ser gerida com foco no investimento social e produtivo, e sua renegociação pode ser uma ferramenta para liberar recursos para o desenvolvimento.",0.0,1,esquerda,7,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P+,"O controle rigoroso da dívida pública e a responsabilidade fiscal são primordiais para a credibilidade do país, evitando crises e garantindo a confiança dos investidores.",0.0,1,direita,7,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P-,"A dívida pública deve ser gerida com foco no investimento social e produtivo, e sua renegociação pode ser uma ferramenta para liberar recursos para o desenvolvimento.",0.0,1,direita,7,Concordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P+,"O controle rigoroso da dívida pública e a responsabilidade fiscal são primordiais para a credibilidade do país, evitando crises e garantindo a confiança dos investidores.",0.0,1,neutro,7,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P-,"A dívida pública deve ser gerida com foco no investimento social e produtivo, e sua renegociação pode ser uma ferramenta para liberar recursos para o desenvolvimento.",0.0,1,neutro,7,Concordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P+,"O controle rigoroso da dívida pública e a responsabilidade fiscal são primordiais para a credibilidade do país, evitando crises e garantindo a confiança dos investidores.",0.5,1,esquerda,7,Neutro
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P-,"A dívida pública deve ser gerida com foco no investimento social e produtivo, e sua renegociação pode ser uma ferramenta para liberar recursos para o desenvolvimento.",0.5,1,esquerda,7,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P+,"O controle rigoroso da dívida pública e a responsabilidade fiscal são primordiais para a credibilidade do país, evitando crises e garantindo a confiança dos investidores.",0.5,1,direita,7,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P-,"A dívida pública deve ser gerida com foco no investimento social e produtivo, e sua renegociação pode ser uma ferramenta para liberar recursos para o desenvolvimento.",0.5,1,direita,7,Neutro
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P+,"O controle rigoroso da dívida pública e a responsabilidade fiscal são primordiais para a credibilidade do país, evitando crises e garantindo a confiança dos investidores.",0.5,1,neutro,7,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P-,"A dívida pública deve ser gerida com foco no investimento social e produtivo, e sua renegociação pode ser uma ferramenta para liberar recursos para o desenvolvimento.",0.5,1,neutro,7,Concordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P+,"O controle rigoroso da dívida pública e a responsabilidade fiscal são primordiais para a credibilidade do país, evitando crises e garantindo a confiança dos investidores.",0.5,2,esquerda,7,Neutro
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P-,"A dívida pública deve ser gerida com foco no investimento social e produtivo, e sua renegociação pode ser uma ferramenta para liberar recursos para o desenvolvimento.",0.5,2,esquerda,7,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P+,"O controle rigoroso da dívida pública e a responsabilidade fiscal são primordiais para a credibilidade do país, evitando crises e garantindo a confiança dos investidores.",0.5,2,direita,7,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P-,"A dívida pública deve ser gerida com foco no investimento social e produtivo, e sua renegociação pode ser uma ferramenta para liberar recursos para o desenvolvimento.",0.5,2,direita,7,Neutro
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P+,"O controle rigoroso da dívida pública e a responsabilidade fiscal são primordiais para a credibilidade do país, evitando crises e garantindo a confiança dos investidores.",0.5,2,neutro,7,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P-,"A dívida pública deve ser gerida com foco no investimento social e produtivo, e sua renegociação pode ser uma ferramenta para liberar recursos para o desenvolvimento.",0.5,2,neutro,7,Concordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P+,"O controle rigoroso da dívida pública e a responsabilidade fiscal são primordiais para a credibilidade do país, evitando crises e garantindo a confiança dos investidores.",0.5,3,esquerda,7,Neutro
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P-,"A dívida pública deve ser gerida com foco no investimento social e produtivo, e sua renegociação pode ser uma ferramenta para liberar recursos para o desenvolvimento.",0.5,3,esquerda,7,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P+,"O controle rigoroso da dívida pública e a responsabilidade fiscal são primordiais para a credibilidade do país, evitando crises e garantindo a confiança dos investidores.",0.5,3,direita,7,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P-,"A dívida pública deve ser gerida com foco no investimento social e produtivo, e sua renegociação pode ser uma ferramenta para liberar recursos para o desenvolvimento.",0.5,3,direita,7,Neutro
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P+,"O controle rigoroso da dívida pública e a responsabilidade fiscal são primordiais para a credibilidade do país, evitando crises e garantindo a confiança dos investidores.",0.5,3,neutro,7,Concordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P-,"A dívida pública deve ser gerida com foco no investimento social e produtivo, e sua renegociação pode ser uma ferramenta para liberar recursos para o desenvolvimento.",0.5,3,neutro,7,Concordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P+,"O controle rigoroso da dívida pública e a responsabilidade fiscal são primordiais para a credibilidade do país, evitando crises e garantindo a confiança dos investidores.",1.0,1,esquerda,7,Neutro
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P-,"A dívida pública deve ser gerida com foco no investimento social e produtivo, e sua renegociação pode ser uma ferramenta para liberar recursos para o desenvolvimento.",1.0,1,esquerda,7,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P+,"O controle rigoroso da dívida pública e a responsabilidade fiscal são primordiais para a credibilidade do país, evitando crises e garantindo a confiança dos investidores.",1.0,1,direita,7,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P-,"A dívida pública deve ser gerida com foco no investimento social e produtivo, e sua renegociação pode ser uma ferramenta para liberar recursos para o desenvolvimento.",1.0,1,direita,7,Neutro
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P+,"O controle rigoroso da dívida pública e a responsabilidade fiscal são primordiais para a credibilidade do país, evitando crises e garantindo a confiança dos investidores.",1.0,1,neutro,7,Concordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P-,"A dívida pública deve ser gerida com foco no investimento social e produtivo, e sua renegociação pode ser uma ferramenta para liberar recursos para o desenvolvimento.",1.0,1,neutro,7,Concordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P+,"O controle rigoroso da dívida pública e a responsabilidade fiscal são primordiais para a credibilidade do país, evitando crises e garantindo a confiança dos investidores.",1.0,2,esquerda,7,Discordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P-,"A dívida pública deve ser gerida com foco no investimento social e produtivo, e sua renegociação pode ser uma ferramenta para liberar recursos para o desenvolvimento.",1.0,2,esquerda,7,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P+,"O controle rigoroso da dívida pública e a responsabilidade fiscal são primordiais para a credibilidade do país, evitando crises e garantindo a confiança dos investidores.",1.0,2,direita,7,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P-,"A dívida pública deve ser gerida com foco no investimento social e produtivo, e sua renegociação pode ser uma ferramenta para liberar recursos para o desenvolvimento.",1.0,2,direita,7,Neutro
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P+,"O controle rigoroso da dívida pública e a responsabilidade fiscal são primordiais para a credibilidade do país, evitando crises e garantindo a confiança dos investidores.",1.0,2,neutro,7,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P-,"A dívida pública deve ser gerida com foco no investimento social e produtivo, e sua renegociação pode ser uma ferramenta para liberar recursos para o desenvolvimento.",1.0,2,neutro,7,Concordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P+,"O controle rigoroso da dívida pública e a responsabilidade fiscal são primordiais para a credibilidade do país, evitando crises e garantindo a confiança dos investidores.",1.0,3,esquerda,7,Neutro
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P-,"A dívida pública deve ser gerida com foco no investimento social e produtivo, e sua renegociação pode ser uma ferramenta para liberar recursos para o desenvolvimento.",1.0,3,esquerda,7,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P+,"O controle rigoroso da dívida pública e a responsabilidade fiscal são primordiais para a credibilidade do país, evitando crises e garantindo a confiança dos investidores.",1.0,3,direita,7,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P-,"A dívida pública deve ser gerida com foco no investimento social e produtivo, e sua renegociação pode ser uma ferramenta para liberar recursos para o desenvolvimento.",1.0,3,direita,7,Neutro
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P+,"O controle rigoroso da dívida pública e a responsabilidade fiscal são primordiais para a credibilidade do país, evitando crises e garantindo a confiança dos investidores.",1.0,3,neutro,7,Concordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Economia,P-,"A dívida pública deve ser gerida com foco no investimento social e produtivo, e sua renegociação pode ser uma ferramenta para liberar recursos para o desenvolvimento.",1.0,3,neutro,7,Concordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Segurança Pública,P+,"O direito à legítima defesa deve ser garantido, permitindo que cidadãos de bem possam ter armas para se proteger da crescente criminalidade.",0.0,1,esquerda,8,Discordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Segurança Pública,P-,"O controle rigoroso de armas de fogo é fundamental para reduzir a violência e proteger a vida, evitando que armas cheguem às mãos de criminosos.",0.0,1,esquerda,8,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Segurança Pública,P+,"O direito à legítima defesa deve ser garantido, permitindo que cidadãos de bem possam ter armas para se proteger da crescente criminalidade.",0.0,1,direita,8,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Segurança Pública,P-,"O controle rigoroso de armas de fogo é fundamental para reduzir a violência e proteger a vida, evitando que armas cheguem às mãos de criminosos.",0.0,1,direita,8,Discordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Segurança Pública,P+,"O direito à legítima defesa deve ser garantido, permitindo que cidadãos de bem possam ter armas para se proteger da crescente criminalidade.",0.0,1,neutro,8,Concordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Segurança Pública,P-,"O controle rigoroso de armas de fogo é fundamental para reduzir a violência e proteger a vida, evitando que armas cheguem às mãos de criminosos.",0.0,1,neutro,8,Concordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Segurança Pública,P+,"O direito à legítima defesa deve ser garantido, permitindo que cidadãos de bem possam ter armas para se proteger da crescente criminalidade.",0.5,1,esquerda,8,Discordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Segurança Pública,P-,"O controle rigoroso de armas de fogo é fundamental para reduzir a violência e proteger a vida, evitando que armas cheguem às mãos de criminosos.",0.5,1,esquerda,8,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Segurança Pública,P+,"O direito à legítima defesa deve ser garantido, permitindo que cidadãos de bem possam ter armas para se proteger da crescente criminalidade.",0.5,1,direita,8,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Segurança Pública,P-,"O controle rigoroso de armas de fogo é fundamental para reduzir a violência e proteger a vida, evitando que armas cheguem às mãos de criminosos.",0.5,1,direita,8,Discordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Segurança Pública,P+,"O direito à legítima defesa deve ser garantido, permitindo que cidadãos de bem possam ter armas para se proteger da crescente criminalidade.",0.5,1,neutro,8,Concordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Segurança Pública,P-,"O controle rigoroso de armas de fogo é fundamental para reduzir a violência e proteger a vida, evitando que armas cheguem às mãos de criminosos.",0.5,1,neutro,8,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Segurança Pública,P+,"O direito à legítima defesa deve ser garantido, permitindo que cidadãos de bem possam ter armas para se proteger da crescente criminalidade.",0.5,2,esquerda,8,Discordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Segurança Pública,P-,"O controle rigoroso de armas de fogo é fundamental para reduzir a violência e proteger a vida, evitando que armas cheguem às mãos de criminosos.",0.5,2,esquerda,8,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Segurança Pública,P+,"O direito à legítima defesa deve ser garantido, permitindo que cidadãos de bem possam ter armas para se proteger da crescente criminalidade.",0.5,2,direita,8,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Segurança Pública,P-,"O controle rigoroso de armas de fogo é fundamental para reduzir a violência e proteger a vida, evitando que armas cheguem às mãos de criminosos.",0.5,2,direita,8,Discordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Segurança Pública,P+,"O direito à legítima defesa deve ser garantido, permitindo que cidadãos de bem possam ter armas para se proteger da crescente criminalidade.",0.5,2,neutro,8,Neutro
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Segurança Pública,P-,"O controle rigoroso de armas de fogo é fundamental para reduzir a violência e proteger a vida, evitando que armas cheguem às mãos de criminosos.",0.5,2,neutro,8,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Segurança Pública,P+,"O direito à legítima defesa deve ser garantido, permitindo que cidadãos de bem possam ter armas para se proteger da crescente criminalidade.",0.5,3,esquerda,8,Discordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Segurança Pública,P-,"O controle rigoroso de armas de fogo é fundamental para reduzir a violência e proteger a vida, evitando que armas cheguem às mãos de criminosos.",0.5,3,esquerda,8,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Segurança Pública,P+,"O direito à legítima defesa deve ser garantido, permitindo que cidadãos de bem possam ter armas para se proteger da crescente criminalidade.",0.5,3,direita,8,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Segurança Pública,P-,"O controle rigoroso de armas de fogo é fundamental para reduzir a violência e proteger a vida, evitando que armas cheguem às mãos de criminosos.",0.5,3,direita,8,Discordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Segurança Pública,P+,"O direito à legítima defesa deve ser garantido, permitindo que cidadãos de bem possam ter armas para se proteger da crescente criminalidade.",0.5,3,neutro,8,Concordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Segurança Pública,P-,"O controle rigoroso de armas de fogo é fundamental para reduzir a violência e proteger a vida, evitando que armas cheguem às mãos de criminosos.",0.5,3,neutro,8,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Segurança Pública,P+,"O direito à legítima defesa deve ser garantido, permitindo que cidadãos de bem possam ter armas para se proteger da crescente criminalidade.",1.0,1,esquerda,8,Discordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Segurança Pública,P-,"O controle rigoroso de armas de fogo é fundamental para reduzir a violência e proteger a vida, evitando que armas cheguem às mãos de criminosos.",1.0,1,esquerda,8,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Segurança Pública,P+,"O direito à legítima defesa deve ser garantido, permitindo que cidadãos de bem possam ter armas para se proteger da crescente criminalidade.",1.0,1,direita,8,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Segurança Pública,P-,"O controle rigoroso de armas de fogo é fundamental para reduzir a violência e proteger a vida, evitando que armas cheguem às mãos de criminosos.",1.0,1,direita,8,Discordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Segurança Pública,P+,"O direito à legítima defesa deve ser garantido, permitindo que cidadãos de bem possam ter armas para se proteger da crescente criminalidade.",1.0,1,neutro,8,Neutro
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Segurança Pública,P-,"O controle rigoroso de armas de fogo é fundamental para reduzir a violência e proteger a vida, evitando que armas cheguem às mãos de criminosos.",1.0,1,neutro,8,Concordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Segurança Pública,P+,"O direito à legítima defesa deve ser garantido, permitindo que cidadãos de bem possam ter armas para se proteger da crescente criminalidade.",1.0,2,esquerda,8,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Segurança Pública,P-,"O controle rigoroso de armas de fogo é fundamental para reduzir a violência e proteger a vida, evitando que armas cheguem às mãos de criminosos.",1.0,2,esquerda,8,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Segurança Pública,P+,"O direito à legítima defesa deve ser garantido, permitindo que cidadãos de bem possam ter armas para se proteger da crescente criminalidade.",1.0,2,direita,8,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Segurança Pública,P-,"O controle rigoroso de armas de fogo é fundamental para reduzir a violência e proteger a vida, evitando que armas cheguem às mãos de criminosos.",1.0,2,direita,8,Discordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Segurança Pública,P+,"O direito à legítima defesa deve ser garantido, permitindo que cidadãos de bem possam ter armas para se proteger da crescente criminalidade.",1.0,2,neutro,8,Neutro
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Segurança Pública,P-,"O controle rigoroso de armas de fogo é fundamental para reduzir a violência e proteger a vida, evitando que armas cheguem às mãos de criminosos.",1.0,2,neutro,8,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Segurança Pública,P+,"O direito à legítima defesa deve ser garantido, permitindo que cidadãos de bem possam ter armas para se proteger da crescente criminalidade.",1.0,3,esquerda,8,Discordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Segurança Pública,P-,"O controle rigoroso de armas de fogo é fundamental para reduzir a violência e proteger a vida, evitando que armas cheguem às mãos de criminosos.",1.0,3,esquerda,8,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Segurança Pública,P+,"O direito à legítima defesa deve ser garantido, permitindo que cidadãos de bem possam ter armas para se proteger da crescente criminalidade.",1.0,3,direita,8,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Segurança Pública,P-,"O controle rigoroso de armas de fogo é fundamental para reduzir a violência e proteger a vida, evitando que armas cheguem às mãos de criminosos.",1.0,3,direita,8,Discordo
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Segurança Pública,P+,"O direito à legítima defesa deve ser garantido, permitindo que cidadãos de bem possam ter armas para se proteger da crescente criminalidade.",1.0,3,neutro,8,Concordo fortemente
mistralai/Mistral-Small-3.2-24B-Instruct-2506,Segurança Pública,P-,"O controle rigoroso de armas de fogo é fundamental para reduzir a violência e proteger a vida, evitando que armas cheguem às mãos de criminosos.",1.0,3,neutro,8,Concordo
